firm,indicator,category,pol,pay
E04503,経常利益,acc,1,1
E04503,自己資本比率,ratio,1,0
E04504,DOE,stock,1,0
E04504,ESG,nonfin,0,1
E04504,PBR,stock,1,0
E04504,ROIC,ratio,1,0
E04504,WACC,ratio,1,0
E04504,エンゲージメント,nonfin,1,1
E04504,サステナビリティ,nonfin,1,0
E04504,フリーキャッシュフロー,acc,1,0
E04504,事業利益,acc,1,0
E04504,営業利益,acc,1,0
E04504,経常利益,acc,0,1
E04504,脱炭素/温室効果ガス,nonfin,1,1
E04505,DOE,stock,1,0
E04505,ESG,nonfin,0,1
E04505,ROE,ratio,1,1
E04505,ROIC,ratio,1,0
E04505,エンゲージメント,nonfin,0,1
E04505,キャッシュフロー,acc,1,0
E04505,サステナビリティ,nonfin,1,0
E04505,経常利益,acc,1,1
E04505,脱炭素/温室効果ガス,nonfin,1,1
E04505,自己資本比率,ratio,1,0
E04506,ROIC,ratio,1,1
E04506,エンゲージメント,nonfin,1,1
E04506,サステナビリティ,nonfin,1,0
E04506,経常利益,acc,0,1
E04506,脱炭素/温室効果ガス,nonfin,1,1
E04509,ROE,ratio,1,0
E04509,経常利益,acc,1,1
E04509,脱炭素/温室効果ガス,nonfin,1,0
E04509,自己資本比率,ratio,1,0
E04510,ESG,nonfin,1,0
E04510,NOPAT,acc,1,0
E04510,ROE,ratio,1,0
E04510,ROIC,ratio,1,0
E04510,当期純利益,acc,1,0
E04510,経常利益,acc,1,1
E04510,脱炭素/温室効果ガス,nonfin,1,0
E04511,ROA,ratio,0,1
E04511,ROE,ratio,0,1
E04511,営業利益,acc,1,0
E04511,営業利益率,ratio,0,1
E04511,売上高,acc,1,0
E04511,当期純利益率,ratio,0,1
E04511,脱炭素/温室効果ガス,nonfin,1,0
E04511,自己資本比率,ratio,1,0
E04514,ESG,nonfin,0,1
E04514,ROA,ratio,0,1
E04514,ROE,ratio,1,1
E04514,ROIC,ratio,1,1
E04514,キャッシュフロー,acc,1,0
E04514,当期純利益,acc,1,1
E04514,脱炭素/温室効果ガス,nonfin,0,1
E04514,非財務指標,nonfin,0,1
E04515,ROE,ratio,1,0
E04515,SDGs,nonfin,1,0
E04515,エンゲージメント,nonfin,1,0
E04515,当期純利益,acc,0,1
E04515,脱炭素/温室効果ガス,nonfin,1,0
E04516,ROE,ratio,1,0
E04516,ROIC,ratio,1,0
E04516,経常利益,acc,0,1
E04516,脱炭素/温室効果ガス,nonfin,1,0
E04517,ESG,nonfin,0,1
E04517,ROE,ratio,1,1
E04517,ROIC,ratio,1,0
E04517,キャッシュフロー,acc,1,0
E04517,サステナビリティ,nonfin,1,0
E04517,事業利益,acc,1,0
E04517,経常利益,acc,1,1
E04517,脱炭素/温室効果ガス,nonfin,1,1
E04519,当期純利益,acc,0,1
E04519,脱炭素/温室効果ガス,nonfin,1,0
E04520,DOE,stock,1,0
E04520,EBITDA,acc,0,1
E04520,ROE,ratio,1,1
E04520,ROIC,ratio,1,0
E04520,エンゲージメント,nonfin,1,0
E04520,サステナビリティ,nonfin,1,1
E04520,脱炭素/温室効果ガス,nonfin,1,0
E04520,自己資本比率,ratio,1,0
E04523,ROE,ratio,1,0
E04523,ROIC,ratio,1,0
E04523,エンゲージメント,nonfin,1,0
E04523,サステナビリティ,nonfin,1,0
E04523,経常利益,acc,1,1
E04523,自己資本比率,ratio,1,0
E04535,ROE,ratio,1,0
E04535,SDGs,nonfin,1,0
E04535,エンゲージメント,nonfin,1,0
E04535,経常利益,acc,0,1
E04539,EBITDA,acc,0,1
E04539,SDGs,nonfin,1,0
E04539,エンゲージメント,nonfin,1,0
E04539,サステナビリティ,nonfin,0,1
E04539,経常利益,acc,0,1
E04540,利益率,ratio,1,0
E04540,営業利益,acc,1,0
E04540,営業利益率,ratio,1,0
E04540,売上高,acc,1,0
E04540,当期純利益,acc,1,0
E04540,経常利益,acc,1,1
E04540,自己資本比率,ratio,1,0
E04560,EBITDA,acc,0,1
E04560,ROE,ratio,1,0
E04560,エンゲージメント,nonfin,1,0
E04560,キャッシュフロー,acc,1,0
E04560,サステナビリティ,nonfin,1,0
E04560,営業利益,acc,1,0
E04560,営業利益率,ratio,1,0
E04560,売上高,acc,1,1
E04560,当期純利益,acc,0,1
E04560,経常利益,acc,0,1
E04560,自己資本比率,ratio,1,0
E04583,ESG,nonfin,0,1
E04583,ROE,ratio,1,1
E04583,エンゲージメント,nonfin,0,1
E04583,サステナビリティ,nonfin,1,0
E04583,営業利益,acc,1,1
E04583,脱炭素/温室効果ガス,nonfin,0,1
E04583,配当性向,stock,1,0
E04585,ROE,ratio,1,0
E04585,サステナビリティ,nonfin,1,0
E04585,営業利益,acc,1,1
E04585,当期純利益,acc,0,1
E04599,営業利益,acc,1,1
E04599,売上高,acc,1,0
E04691,EBITDA,acc,1,0
E04691,SDGs,nonfin,1,0
E04691,事業利益,acc,1,0
E04691,営業利益,acc,1,1
E04691,営業収益,acc,1,0
E04693,エンゲージメント,nonfin,1,0
E04693,当期純利益,acc,0,1
E04693,経常利益,acc,0,1
E04693,経常利益率,ratio,1,0
E04707,ESG,nonfin,1,0
E04707,ROE,ratio,1,1
E04707,キャッシュフロー,acc,1,1
E04707,サステナビリティ,nonfin,1,0
E04707,営業利益,acc,1,1
E04707,売上高,acc,1,0
E04727,売上高,acc,1,0
E04727,経常利益,acc,0,1
E04754,ESG,nonfin,1,0
E04754,PBR,stock,1,0
E04754,ROE,ratio,1,1
E04754,ROIC,ratio,1,0
E04754,サステナビリティ,nonfin,1,0
E04754,売上高,acc,0,1
E04754,当期純利益率,ratio,1,0
E04754,経常利益,acc,0,1
E04760,EPS,acc,1,0
E04760,ROE,ratio,0,1
E04760,TSR,stock,1,1
E04760,エンゲージメント,nonfin,0,1
E04760,オーガニック成長率,ratio,1,1
E04760,キャッシュコンバージョンサイクル,ratio,0,1
E04760,キャッシュフロー,acc,0,1
E04760,サステナビリティ,nonfin,0,1
E04760,営業利益,acc,1,1
E04760,売上総利益,acc,1,0
E04760,時価総額,stock,0,1
E04760,脱炭素/温室効果ガス,nonfin,0,1
E04762,ESG,nonfin,0,1
E04762,ROE,ratio,1,0
E04762,TSR,stock,1,0
E04762,当期純利益,acc,1,1
E04762,配当性向,stock,1,0
E04768,DOE,stock,1,0
E04768,ROE,ratio,0,1
E04768,サステナビリティ,nonfin,1,0
E04768,営業収益,acc,1,1
E04768,当期純利益,acc,1,0
E04768,経常利益,acc,1,1
E04768,配当性向,stock,1,0
E04773,EPS,acc,0,1
E04773,ESG,nonfin,1,0
E04773,エンゲージメント,nonfin,0,1
E04773,営業利益,acc,0,1
E04775,ROE,ratio,1,0
E04775,エンゲージメント,nonfin,1,0
E04775,サステナビリティ,nonfin,1,0
E04775,営業収益,acc,1,0
E04775,経常利益,acc,1,1
E04777,D/Eレシオ,ratio,1,0
E04777,PBR,stock,1,0
E04777,ROE,ratio,1,0
E04777,エンゲージメント,nonfin,1,0
E04777,キャッシュフロー,acc,1,0
E04777,サステナビリティ,nonfin,1,0
E04777,当期純利益,acc,1,1
E04777,脱炭素/温室効果ガス,nonfin,1,0
E04777,配当性向,stock,1,0
E04783,EPS,acc,1,1
E04783,ROE,ratio,1,0
E04783,SDGs,nonfin,0,1
E04783,エンゲージメント,nonfin,0,1
E04783,サステナビリティ,nonfin,1,1
E04783,売上高,acc,1,0
E04783,女性管理職比率,nonfin,0,1
E04783,定性評価,nonfin,0,1
E04783,当期純利益,acc,0,1
E04783,経常利益,acc,1,1
E04783,脱炭素/温室効果ガス,nonfin,0,1
E04783,自己資本比率,ratio,1,0
E04783,非財務指標,nonfin,0,1
E04788,ROA,ratio,1,1
E04788,ROE,ratio,1,1
E04788,TSR,stock,0,1
E04788,エンゲージメント,nonfin,1,1
E04788,サステナビリティ,nonfin,1,0
E04788,定性評価,nonfin,0,1
E04788,当期純利益,acc,1,1
E04788,脱炭素/温室効果ガス,nonfin,1,1
E04788,配当性向,stock,1,0
E04788,非財務目標,nonfin,1,1
E04799,PBR,stock,1,0
E04799,営業利益,acc,1,1
E04799,営業利益率,ratio,1,0
E04799,売上高,acc,1,0
E04800,ROE,ratio,1,0
E04800,営業利益,acc,0,1
E04800,営業利益率,ratio,1,0
E04800,売上高,acc,0,1
E04800,当期純利益,acc,0,1
E04803,利益率,ratio,1,0
E04803,営業利益,acc,0,1
E04803,売上高,acc,0,1
E04803,当期純利益,acc,0,1
E04804,PBR,stock,1,0
E04804,ROE,ratio,1,0
E04804,営業利益,acc,1,0
E04804,当期純利益,acc,0,1
E04806,DOE,stock,1,0
E04806,ESG,nonfin,1,0
E04806,ROE,ratio,1,0
E04806,ROI,ratio,1,0
E04806,サステナビリティ,nonfin,1,0
E04806,株価成長率,stock,0,1
E04806,経常利益,acc,0,1
E04806,配当性向,stock,1,0
E04807,SDGs,nonfin,1,0
E04807,売上高,acc,1,1
E04807,経常利益,acc,0,1
E04807,脱炭素/温室効果ガス,nonfin,1,0
E04807,自己資本比率,ratio,0,1
E04807,限界利益,acc,0,1
E04807,限界利益率,ratio,0,1
E04815,ESG,nonfin,1,0
E04815,SDGs,nonfin,1,0
E04815,サステナビリティ,nonfin,1,0
E04815,営業利益,acc,1,1
E04815,売上高,acc,1,1
E04815,経常利益,acc,0,1
E04816,DOE,stock,1,0
E04816,ESG,nonfin,1,0
E04816,ROE,ratio,1,1
E04816,SDGs,nonfin,1,0
E04816,キャッシュフロー,acc,1,0
E04816,サステナビリティ,nonfin,1,0
E04816,営業利益,acc,0,1
E04816,営業利益率,ratio,1,1
E04816,売上高,acc,0,1
E04816,当期純利益,acc,0,1
E04816,脱炭素/温室効果ガス,nonfin,1,0
E04816,配当性向,stock,1,0
E04817,ESG,nonfin,1,1
E04817,ROE,ratio,1,0
E04817,サステナビリティ,nonfin,1,1
E04817,営業利益,acc,0,1
E04817,売上高,acc,0,1
E04817,女性役員比率,nonfin,1,0
E04817,女性管理職比率,nonfin,0,1
E04817,定性評価,nonfin,0,1
E04817,株主還元率,stock,1,0
E04817,経常利益,acc,0,1
E04817,脱炭素/温室効果ガス,nonfin,0,1
E04817,配当性向,stock,1,0
E04821,ROA,ratio,1,0
E04821,ROE,ratio,1,0
E04821,当期純利益,acc,1,0
E04821,経常利益,acc,0,1
E04821,非財務指標,nonfin,1,0
E04822,EBITDA,acc,1,0
E04822,ESG,nonfin,1,0
E04822,ROE,ratio,1,0
E04822,SDGs,nonfin,1,0
E04822,サステナビリティ,nonfin,1,0
E04822,リスクマネジメント,nonfin,1,0
E04822,利益率,ratio,1,0
E04822,営業利益,acc,1,1
E04822,売上高,acc,1,1
E04822,定性評価,nonfin,0,1
E04822,当期純利益,acc,1,1
E04822,経常利益,acc,0,1
E04824,経常利益,acc,0,1
E04824,経常利益率,ratio,1,0
E04826,ROE,ratio,1,0
E04826,営業利益,acc,1,0
E04826,売上高,acc,1,1
E04826,当期純利益,acc,0,1
E04826,株主還元率,stock,1,0
E04826,経常利益,acc,0,1
E04835,DOE,stock,1,0
E04835,ROE,ratio,1,1
E04835,TSR,stock,0,1
E04835,サステナビリティ,nonfin,1,0
E04835,受注高,nonfin,0,1
E04835,営業利益,acc,1,0
E04835,営業利益率,ratio,1,1
E04835,売上高,acc,1,0
E04835,当期純利益,acc,0,1
E04835,株価成長率,stock,0,1
E04835,配当性向,stock,1,0
E04835,非財務目標,nonfin,1,0
E04837,ROE,ratio,1,0
E04837,サステナビリティ,nonfin,1,0
E04837,利益率,ratio,1,0
E04837,営業利益,acc,1,0
E04837,営業利益率,ratio,1,0
E04837,売上総利益率,ratio,1,0
E04837,売上高,acc,1,1
E04837,時価総額,stock,1,0
E04841,ROE,ratio,1,0
E04841,サステナビリティ,nonfin,1,0
E04841,リスクマネジメント,nonfin,1,0
E04841,営業利益,acc,0,1
E04841,営業利益率,ratio,1,0
E04841,売上高,acc,1,0
E04841,配当性向,stock,1,0
E04846,DOE,stock,1,0
E04846,ROE,ratio,1,0
E04846,エンゲージメント,nonfin,1,0
E04846,営業利益,acc,1,1
E04846,売上高,acc,1,1
E04846,女性管理職比率,nonfin,1,0
E04846,当期純利益,acc,0,1
E04846,経常利益,acc,0,1
E04846,脱炭素/温室効果ガス,nonfin,1,0
E04846,配当性向,stock,1,0
E04848,EBITDA,acc,1,0
E04848,PBR,stock,1,0
E04848,ROI,ratio,1,0
E04848,サステナビリティ,nonfin,1,0
E04848,営業利益,acc,1,0
E04848,売上高,acc,1,0
E04848,当期純利益,acc,0,1
E04848,脱炭素/温室効果ガス,nonfin,1,0
E04848,自己資本比率,ratio,1,0
E04849,営業利益,acc,1,1
E04849,売上高,acc,1,0
E04849,当期純利益,acc,0,1
E04849,配当性向,stock,1,0
E04853,ROE,ratio,1,0
E04853,サステナビリティ,nonfin,1,0
E04853,営業利益,acc,1,1
E04853,売上高,acc,1,1
E04853,当期純利益,acc,1,0
E04855,SDGs,nonfin,1,0
E04855,営業利益,acc,1,1
E04856,ROE,ratio,1,0
E04856,SDGs,nonfin,1,0
E04856,エンゲージメント,nonfin,0,1
E04856,サステナビリティ,nonfin,1,1
E04856,営業利益,acc,0,1
E04856,営業利益率,ratio,1,0
E04856,当期純利益,acc,0,1
E04856,当期純利益率,ratio,1,0
E04856,配当性向,stock,1,0
E04856,非財務指標,nonfin,0,1
E04857,DOE,stock,1,0
E04857,サステナビリティ,nonfin,1,0
E04857,営業利益,acc,0,1
E04857,配当性向,stock,1,0
E04859,ESG,nonfin,1,0
E04859,ROE,ratio,1,0
E04859,営業利益,acc,0,1
E04859,営業利益率,ratio,1,0
E04859,売上高,acc,1,1
E04859,配当性向,stock,1,0
E04861,EBITDA,acc,1,1
E04861,ROE,ratio,1,1
E04861,TSR,stock,0,1
E04861,エンゲージメント,nonfin,1,1
E04861,サステナビリティ,nonfin,0,1
E04861,営業利益,acc,1,1
E04861,売上高,acc,1,1
E04861,売上高比,ratio,1,0
E04861,女性役員比率,nonfin,1,1
E04861,女性管理職比率,nonfin,1,1
E04861,当期純利益,acc,0,1
E04861,株主還元率,stock,1,0
E04861,経常利益,acc,0,1
E04861,脱炭素/温室効果ガス,nonfin,1,0
E04861,配当性向,stock,1,0
E04861,非財務指標,nonfin,0,1
E04869,ESG,nonfin,0,1
E04869,PBR,stock,1,0
E04869,ROE,ratio,1,0
E04869,事業利益,acc,1,1
E04869,事業利益率,ratio,1,1
E04869,受注高,nonfin,1,0
E04869,営業利益,acc,0,1
E04869,売上収益,acc,1,1
E04869,売上高,acc,1,0
E04869,女性管理職比率,nonfin,1,0
E04869,当期純利益,acc,0,1
E04869,配当性向,stock,1,0
E04873,ROE,ratio,1,0
E04873,営業利益,acc,1,0
E04873,売上高,acc,1,1
E04877,ROE,ratio,1,0
E04877,サステナビリティ,nonfin,1,0
E04877,売上高,acc,1,0
E04877,経常利益,acc,1,1
E04878,EBITDA,acc,1,0
E04878,ESG,nonfin,1,0
E04878,ROE,ratio,1,0
E04878,ROIC,ratio,1,0
E04878,サステナビリティ,nonfin,1,0
E04878,営業利益,acc,1,1
E04878,売上高,acc,1,1
E04878,定性評価,nonfin,0,1
E04878,株主還元率,stock,1,0
E04878,配当性向,stock,1,0
E04887,DOE,stock,1,0
E04887,ROE,ratio,1,0
E04887,サステナビリティ,nonfin,1,0
E04887,営業利益,acc,1,0
E04887,営業利益率,ratio,1,0
E04887,売上高,acc,1,0
E04887,当期純利益,acc,0,1
E04887,時価総額,stock,1,0
E04887,株主還元率,stock,1,0
E04887,配当性向,stock,1,0
E04889,ROE,ratio,1,1
E04889,TSR,stock,1,1
E04889,営業利益,acc,0,1
E04889,女性管理職比率,nonfin,1,0
E04889,当期純利益,acc,0,1
E04889,経常利益,acc,0,1
E04890,営業利益,acc,0,1
E04890,売上高,acc,1,1
E04890,当期純利益,acc,0,1
E04890,経常利益,acc,0,1
E04890,経常利益率,ratio,1,0
E04890,自己資本比率,ratio,1,0
E04894,営業利益,acc,1,1
E04894,営業利益率,ratio,1,0
E04894,売上高,acc,1,1
E04894,非財務指標,nonfin,0,1
E04896,ROE,ratio,1,1
E04896,サステナビリティ,nonfin,1,1
E04896,利益率,ratio,1,0
E04896,営業利益,acc,0,1
E04896,売上高,acc,1,1
E04896,女性管理職比率,nonfin,0,1
E04896,脱炭素/温室効果ガス,nonfin,0,1
E04902,ROE,ratio,1,0
E04902,営業利益,acc,0,1
E04902,営業利益率,ratio,1,0
E04902,売上高,acc,1,1
E04902,配当性向,stock,1,0
E04903,ESG,nonfin,0,1
E04903,ROE,ratio,1,1
E04903,エンゲージメント,nonfin,1,0
E04903,受注高,nonfin,0,1
E04903,営業利益,acc,1,1
E04903,営業利益率,ratio,1,0
E04903,売上高,acc,1,0
E04903,当期純利益,acc,1,0
E04903,税引前利益,acc,0,1
E04903,経常利益,acc,1,0
E04904,EPS,acc,0,1
E04904,営業利益,acc,1,0
E04904,自己資本比率,ratio,1,0
E04904,販売数量,nonfin,1,0
E04908,D/Eレシオ,ratio,1,0
E04908,EPS,acc,1,0
E04908,ROE,ratio,1,0
E04908,営業利益,acc,1,0
E04908,営業利益率,ratio,1,0
E04908,売上高,acc,1,0
E04908,当期純利益,acc,0,1
E04908,配当性向,stock,1,0
E04912,ROE,ratio,1,0
E04912,営業収益,acc,0,1
E04912,経常利益,acc,0,1
E04920,エンゲージメント,nonfin,1,0
E04920,サステナビリティ,nonfin,1,0
E04920,リスクマネジメント,nonfin,1,0
E04920,営業利益,acc,1,0
E04920,売上高,acc,1,0
E04920,経常利益,acc,0,1
E04920,配当性向,stock,1,0
E04925,営業利益,acc,1,0
E04925,営業利益率,ratio,1,0
E04925,売上高,acc,1,1
E04926,ROE,ratio,1,0
E04926,売上高,acc,1,0
E04926,当期純利益,acc,1,1
E04933,ROE,ratio,1,1
E04933,サステナビリティ,nonfin,1,0
E04933,営業利益,acc,0,1
E04933,売上高,acc,0,1
E04933,脱炭素/温室効果ガス,nonfin,1,0
E04933,非財務目標,nonfin,0,1
E04934,ROE,ratio,1,0
E04934,利益率,ratio,1,0
E04934,売上高,acc,1,0
E04934,当期純利益,acc,0,1
E04946,ESG,nonfin,0,1
E04946,ROA,ratio,1,1
E04946,ROE,ratio,1,0
E04946,TSR,stock,0,1
E04946,エンゲージメント,nonfin,1,0
E04946,営業利益,acc,1,1
E04946,売上総利益,acc,1,1
E04946,女性管理職比率,nonfin,1,0
E04946,当期純利益,acc,1,1
E04946,自己資本比率,ratio,1,0
E04946,非財務目標,nonfin,1,0
E04948,営業利益,acc,1,1
E04954,ROE,ratio,1,0
E04954,サステナビリティ,nonfin,1,0
E04954,当期純利益,acc,1,1
E04972,PBR,stock,1,0
E04972,ROE,ratio,1,0
E04972,売上高,acc,1,0
E04972,経常利益,acc,1,1
E04973,DOE,stock,1,0
E04973,EPS,acc,1,1
E04973,ROE,ratio,1,0
E04973,エンゲージメント,nonfin,1,1
E04973,サステナビリティ,nonfin,1,0
E04973,営業利益,acc,1,0
E04973,営業利益率,ratio,1,0
E04973,売上総利益率,ratio,1,0
E04973,売上高,acc,1,1
E04973,売上高比,ratio,1,0
E04973,経常利益,acc,0,1
E04973,脱炭素/温室効果ガス,nonfin,0,1
E04973,自己資本比率,ratio,1,0
E04973,配当性向,stock,1,0
E04973,非財務指標,nonfin,0,1
E04976,D/Eレシオ,ratio,1,0
E04976,ROE,ratio,1,0
E04976,エンゲージメント,nonfin,1,0
E04976,キャッシュフロー,acc,1,0
E04976,サステナビリティ,nonfin,1,0
E04976,営業利益,acc,1,1
E04976,営業利益率,ratio,1,0
E04976,売上高,acc,1,0
E04976,配当性向,stock,1,0
E04979,ESG,nonfin,0,1
E04979,ROIC,ratio,0,1
E04979,エンゲージメント,nonfin,0,1
E04979,サステナビリティ,nonfin,1,1
E04979,営業利益,acc,1,1
E04979,売上高,acc,1,0
E04979,定性評価,nonfin,0,1
E04979,当期純利益,acc,1,1
E04979,経常利益,acc,1,0
E04979,脱炭素/温室効果ガス,nonfin,1,0
E04980,ESG,nonfin,1,0
E04980,PBR,stock,1,0
E04980,ROA,ratio,1,0
E04980,ROE,ratio,1,0
E04980,ROIC,ratio,1,0
E04980,SDGs,nonfin,1,0
E04980,エンゲージメント,nonfin,1,0
E04980,サステナビリティ,nonfin,1,0
E04980,利益率,ratio,1,0
E04980,営業利益,acc,1,1
E04980,営業利益率,ratio,1,0
E04980,売上高,acc,1,0
E04981,DOE,stock,1,0
E04981,EBITDA,acc,1,0
E04981,ESG,nonfin,0,1
E04981,ROE,ratio,1,0
E04981,エンゲージメント,nonfin,1,0
E04981,キャッシュフロー,acc,1,0
E04981,サステナビリティ,nonfin,1,0
E04981,営業利益,acc,1,0
E04981,売上高,acc,1,0
E04981,非財務目標,nonfin,1,0
E04987,ROE,ratio,1,0
E04987,キャッシュフロー,acc,1,0
E04987,営業利益,acc,1,1
E04987,営業利益率,ratio,1,0
E04987,売上総利益,acc,1,0
E04987,売上高,acc,1,1
E04987,定性評価,nonfin,0,1
E04987,当期純利益,acc,1,0
E04987,当期純利益率,ratio,1,0
E04995,EPS,acc,1,0
E04995,営業利益,acc,1,0
E04995,売上高,acc,1,0
E04995,当期純利益,acc,1,0
E04995,当期純利益率,ratio,1,0
E04995,経常利益,acc,1,1
E04995,経常利益率,ratio,1,1
E04996,営業利益,acc,1,1
E04997,ROE,ratio,1,0
E04997,営業利益,acc,1,1
E04997,売上総利益,acc,0,1
E04997,売上高,acc,1,1
E04999,Post-GAAPマージン,ratio,0,1
E04999,ROE,ratio,1,0
E04999,利益率,ratio,1,0
E04999,営業利益,acc,0,1
E04999,営業利益率,ratio,1,0
E04999,売上高,acc,1,0
E05000,EBITDA,acc,1,1
E05000,EPS,acc,1,1
E05000,キャッシュフロー,acc,1,0
E05000,サステナビリティ,nonfin,0,1
E05000,売上収益,acc,1,1
E05000,定性評価,nonfin,0,1
E05000,当期純利益,acc,1,0
E05017,ROE,ratio,1,0
E05017,ROIC,ratio,1,0
E05017,WACC,ratio,1,0
E05017,エンゲージメント,nonfin,1,0
E05017,利益率,ratio,1,0
E05017,営業利益,acc,1,0
E05017,営業利益率,ratio,1,0
E05017,売上高,acc,1,1
E05017,定性評価,nonfin,0,1
E05017,当期純利益,acc,0,1
E05018,サステナビリティ,nonfin,1,0
E05018,営業利益,acc,0,1
E05024,キャッシュフロー,acc,1,0
E05024,営業利益,acc,1,0
E05024,売上高,acc,1,0
E05024,当期純利益,acc,1,0
E05024,経常利益,acc,1,1
E05025,ROE,ratio,1,0
E05025,当期純利益,acc,0,1
E05027,EPS,acc,1,0
E05027,営業利益,acc,1,1
E05027,売上高,acc,1,0
E05028,ROE,ratio,1,0
E05028,エンゲージメント,nonfin,1,0
E05028,売上高,acc,1,1
E05028,経常利益,acc,1,1
E05028,経常利益率,ratio,1,1
E05029,サステナビリティ,nonfin,1,0
E05029,営業利益,acc,1,1
E05029,売上高,acc,1,1
E05036,DOE,stock,1,0
E05036,EBITDA,acc,1,1
E05036,ROE,ratio,1,0
E05036,売上高,acc,1,1
E05036,時価総額,stock,1,0
E05041,サステナビリティ,nonfin,1,0
E05041,営業利益,acc,0,1
E05042,ROE,ratio,1,0
E05042,エンゲージメント,nonfin,1,0
E05042,当期純利益,acc,1,1
E05042,経常利益,acc,1,0
E05045,ESG,nonfin,0,1
E05045,ESG外部評価,nonfin,0,1
E05045,ROE,ratio,1,1
E05045,TSR,stock,0,1
E05045,キャッシュフロー,acc,1,0
E05045,営業利益,acc,0,1
E05045,売上高,acc,0,1
E05045,当期純利益,acc,0,1
E05045,当期純利益率,ratio,1,0
E05045,時価総額,stock,0,1
E05045,株主還元率,stock,1,0
E05045,株価成長率,stock,0,1
E05045,配当性向,stock,1,0
E05045,非財務指標,nonfin,0,1
E05048,SDGs,nonfin,1,0
E05048,営業利益,acc,1,0
E05048,営業利益率,ratio,1,0
E05048,売上高,acc,1,0
E05048,当期純利益,acc,0,1
E05048,経常利益,acc,1,0
E05048,経常利益率,ratio,1,0
E05048,脱炭素/温室効果ガス,nonfin,1,0
E05049,エンゲージメント,nonfin,1,0
E05049,営業利益,acc,0,1
E05049,営業利益率,ratio,1,0
E05049,売上高,acc,1,1
E05049,当期純利益,acc,0,1
E05049,株主還元率,stock,1,0
E05049,経常利益,acc,0,1
E05054,ROE,ratio,1,0
E05054,営業利益,acc,1,0
E05054,売上高,acc,1,0
E05054,経常利益,acc,1,1
E05054,自己資本比率,ratio,1,0
E05056,ESG,nonfin,1,1
E05056,ROE,ratio,1,0
E05056,営業利益,acc,0,1
E05056,営業利益率,ratio,1,0
E05056,売上高,acc,0,1
E05056,脱炭素/温室効果ガス,nonfin,1,0
E05062,ESG,nonfin,1,0
E05062,ROE,ratio,1,1
E05062,キャッシュフロー,acc,1,0
E05062,サステナビリティ,nonfin,1,1
E05062,営業利益,acc,1,1
E05062,営業利益率,ratio,1,0
E05062,売上収益,acc,1,0
E05062,当期純利益,acc,0,1
E05066,営業利益,acc,1,1
E05066,売上高,acc,1,0
E05066,当期純利益,acc,1,0
E05070,エンゲージメント,nonfin,1,0
E05070,サステナビリティ,nonfin,1,0
E05070,営業利益,acc,1,1
E05070,営業損益,acc,0,1
E05070,売上高,acc,1,0
E05070,経常利益率,ratio,1,0
E05072,DOE,stock,1,0
E05072,利益率,ratio,1,0
E05072,営業利益,acc,1,1
E05072,売上高,acc,1,0
E05080,ESG,nonfin,1,0
E05080,Non-GAAP営業利益,acc,1,0
E05080,サステナビリティ,nonfin,1,0
E05080,営業損益,acc,0,1
E05080,売上収益,acc,1,0
E05090,DOE,stock,1,0
E05090,PBR,stock,1,0
E05090,ROE,ratio,1,0
E05090,エンゲージメント,nonfin,1,0
E05090,サステナビリティ,nonfin,1,0
E05090,営業利益,acc,1,0
E05090,営業利益率,ratio,1,0
E05090,売上高,acc,1,0
E05090,売上高比,ratio,1,0
E05090,当期純利益,acc,1,0
E05090,経常利益,acc,1,1
E05090,配当性向,stock,1,0
E05090,非財務目標,nonfin,1,0
E05091,ROE,ratio,1,1
E05091,営業利益,acc,1,1
E05091,営業利益率,ratio,1,0
E05091,売上高,acc,1,1
E05091,経常利益,acc,0,1
E05091,配当性向,stock,1,0
E05099,ESG,nonfin,1,0
E05099,SDGs,nonfin,1,0
E05099,エンゲージメント,nonfin,1,1
E05099,営業利益,acc,1,1
E05099,営業利益率,ratio,1,0
E05099,売上高,acc,1,0
E05099,当期純利益率,ratio,1,0
E05099,脱炭素/温室効果ガス,nonfin,0,1
E05099,配当性向,stock,1,0
E05100,サステナビリティ,nonfin,1,0
E05100,売上総利益,acc,1,0
E05100,経常利益,acc,1,1
E05101,営業利益,acc,0,1
E05101,売上高,acc,0,1
E05101,経常利益率,ratio,1,0
E05112,キャッシュフロー,acc,1,0
E05112,営業利益,acc,1,1
E05116,売上高,acc,1,1
E05120,ROE,ratio,1,1
E05120,ROIC,ratio,1,0
E05120,エンゲージメント,nonfin,0,1
E05120,サステナビリティ,nonfin,1,0
E05120,営業利益,acc,1,1
E05120,営業利益率,ratio,1,0
E05120,売上高,acc,1,1
E05147,ESG,nonfin,1,1
E05147,ROE,ratio,1,1
E05147,エンゲージメント,nonfin,0,1
E05147,サステナビリティ,nonfin,1,1
E05147,フリーキャッシュフロー,acc,1,0
E05147,営業利益,acc,1,1
E05147,営業利益率,ratio,1,0
E05147,売上高,acc,1,1
E05147,当期純利益,acc,0,1
E05147,自己資本比率,ratio,1,0
E05147,配当性向,stock,1,0
E05149,EBITDA,acc,0,1
E05149,営業利益,acc,1,0
E05149,売上高,acc,1,0
E05149,当期純利益,acc,0,1
E05153,エンゲージメント,nonfin,1,0
E05153,営業利益率,ratio,1,0
E05153,売上収益,acc,1,0
E05153,売上高,acc,1,0
E05153,売上高比,ratio,1,0
E05153,当期純利益,acc,0,1
