firm,indicator,category,pol,pay
E00006,サステナビリティ,nonfin,1,0
E00006,営業利益,acc,0,1
E00006,売上高,acc,0,1
E00006,当期純利益,acc,0,1
E00007,EBITDA,acc,1,1
E00007,ROIC,ratio,1,0
E00007,コア営業利益,acc,1,0
E00007,サステナビリティ,nonfin,1,0
E00007,営業利益,acc,1,0
E00007,売上収益,acc,1,0
E00008,PBR,stock,1,0
E00008,ROIC,ratio,1,0
E00008,利益率,ratio,1,0
E00008,営業利益率,ratio,1,1
E00008,当期純利益,acc,1,1
E00011,D/Eレシオ,ratio,1,0
E00011,ESG,nonfin,1,1
E00011,ROE,ratio,1,0
E00011,SDGs,nonfin,1,0
E00011,サステナビリティ,nonfin,0,1
E00011,売上高,acc,1,0
E00011,当期純利益,acc,0,1
E00011,時価総額,stock,0,1
E00011,経常利益,acc,1,1
E00011,脱炭素/温室効果ガス,nonfin,1,1
E00011,自己資本比率,ratio,1,0
E00012,DOE,stock,1,0
E00012,ROIC,ratio,1,0
E00012,キャッシュフロー,acc,1,0
E00012,サステナビリティ,nonfin,1,0
E00012,営業利益,acc,0,1
E00012,売上高,acc,1,1
E00012,売上高比,ratio,1,0
E00014,ESG,nonfin,1,0
E00014,ROE,ratio,0,1
E00014,ROIC,ratio,1,1
E00014,SDGs,nonfin,1,0
E00014,エンゲージメント,nonfin,0,1
E00014,サステナビリティ,nonfin,1,1
E00014,営業利益,acc,1,0
E00014,売上高,acc,1,1
E00014,売上高比,ratio,1,0
E00014,株主還元率,stock,1,0
E00014,経常利益,acc,0,1
E00014,脱炭素/温室効果ガス,nonfin,0,1
E00015,ESG,nonfin,0,1
E00015,ROIC,ratio,1,1
E00015,営業利益,acc,1,0
E00015,女性管理職比率,nonfin,0,1
E00015,経常利益,acc,0,1
E00015,脱炭素/温室効果ガス,nonfin,0,1
E00021,D/Eレシオ,ratio,1,0
E00021,DOE,stock,1,0
E00021,EBITDA,acc,1,0
E00021,ROE,ratio,1,0
E00021,ROIC,ratio,1,0
E00021,TSR,stock,0,1
E00021,WACC,ratio,1,0
E00021,キャッシュフロー,acc,1,0
E00021,サステナビリティ,nonfin,1,1
E00021,営業利益,acc,0,1
E00021,脱炭素/温室効果ガス,nonfin,1,0
E00021,非財務目標,nonfin,0,1
E00023,DOE,stock,1,0
E00023,ESG,nonfin,0,1
E00023,SDGs,nonfin,1,0
E00023,エンゲージメント,nonfin,0,1
E00023,キャッシュフロー,acc,0,1
E00023,サステナビリティ,nonfin,1,0
E00023,フリーキャッシュフロー,acc,0,1
E00023,労働安全,nonfin,0,1
E00023,当期純利益,acc,1,1
E00023,脱炭素/温室効果ガス,nonfin,1,1
E00023,自己資本比率,ratio,1,0
E00024,ESG,nonfin,0,1
E00024,ROE,ratio,1,0
E00024,ROIC,ratio,1,1
E00024,サステナビリティ,nonfin,1,0
E00024,フリーキャッシュフロー,acc,1,0
E00024,売上高,acc,1,1
E00024,時価総額,stock,0,1
E00024,経常利益,acc,1,1
E00024,脱炭素/温室効果ガス,nonfin,1,1
E00028,ROA,ratio,1,0
E00028,ROE,ratio,1,0
E00028,営業利益,acc,1,0
E00028,当期純利益,acc,0,1
E00028,当期純利益率,ratio,1,0
E00028,経常利益,acc,1,0
E00030,ESG,nonfin,1,0
E00030,サステナビリティ,nonfin,1,0
E00030,利益率,ratio,1,0
E00030,経常利益,acc,1,1
E00030,脱炭素/温室効果ガス,nonfin,1,0
E00032,D/Eレシオ,ratio,1,0
E00032,DOE,stock,1,0
E00032,EBITDA,acc,1,0
E00032,ESG,nonfin,1,0
E00032,ROE,ratio,1,0
E00032,ROIC,ratio,1,0
E00032,SDGs,nonfin,1,0
E00032,キャッシュフロー,acc,1,0
E00032,サステナビリティ,nonfin,1,0
E00032,利益率,ratio,1,0
E00032,営業利益,acc,1,1
E00032,売上高,acc,1,0
E00035,ROE,ratio,1,0
E00035,ROIC,ratio,1,0
E00035,営業利益,acc,1,1
E00035,営業利益率,ratio,1,0
E00035,当期純利益,acc,1,1
E00035,自己資本比率,ratio,1,0
E00036,ROIC,ratio,1,0
E00036,WACC,ratio,1,0
E00036,営業利益,acc,1,1
E00036,営業利益率,ratio,0,1
E00037,当期純利益,acc,1,1
E00037,経常利益,acc,0,1
E00041,PBR,stock,1,0
E00041,当期純利益,acc,1,1
E00041,株主還元率,stock,0,1
E00041,脱炭素/温室効果ガス,nonfin,1,1
E00041,配当性向,stock,1,0
E00043,ROE,ratio,0,1
E00043,ROIC,ratio,0,1
E00043,キャッシュフロー,acc,0,1
E00043,当期純利益,acc,0,1
E00043,株主還元率,stock,0,1
E00043,脱炭素/温室効果ガス,nonfin,1,1
E00043,非財務指標,nonfin,0,1
E00048,ESG,nonfin,0,1
E00048,ESG外部評価,nonfin,0,1
E00048,PBR,stock,1,0
E00048,ROIC,ratio,0,1
E00048,TSR,stock,0,1
E00048,エンゲージメント,nonfin,0,1
E00048,サステナビリティ,nonfin,1,0
E00048,リスクマネジメント,nonfin,0,1
E00048,営業利益,acc,1,1
E00048,売上高,acc,1,0
E00048,技術力強化,nonfin,0,1
E00048,新規事業推進,nonfin,0,1
E00048,環境指標,nonfin,0,1
E00048,脱炭素/温室効果ガス,nonfin,1,1
E00048,非財務指標,nonfin,0,1
E00048,非財務目標,nonfin,0,1
E00052,ROE,ratio,1,0
E00052,エンゲージメント,nonfin,0,1
E00052,営業利益,acc,1,1
E00052,売上高,acc,1,0
E00052,当期純利益,acc,1,1
E00052,脱炭素/温室効果ガス,nonfin,0,1
E00053,ESG,nonfin,1,0
E00053,PBR,stock,1,0
E00053,SDGs,nonfin,1,0
E00053,キャッシュフロー,acc,1,0
E00053,サステナビリティ,nonfin,1,1
E00053,当期純利益,acc,0,1
E00053,経常利益,acc,1,1
E00053,脱炭素/温室効果ガス,nonfin,1,0
E00055,EPS,acc,0,1
E00055,ESG,nonfin,0,1
E00055,ROE,ratio,0,1
E00055,TSR,stock,0,1
E00055,エンゲージメント,nonfin,0,1
E00055,サステナビリティ,nonfin,1,0
E00055,営業利益,acc,0,1
E00055,定性評価,nonfin,0,1
E00055,脱炭素/温室効果ガス,nonfin,0,1
E00055,非財務指標,nonfin,0,1
E00056,ESG,nonfin,1,1
E00056,SDGs,nonfin,1,0
E00056,TSR,stock,0,1
E00056,エンゲージメント,nonfin,0,1
E00056,労働安全,nonfin,0,1
E00056,受注高,nonfin,1,0
E00056,営業利益,acc,0,1
E00056,定性評価,nonfin,0,1
E00056,経常利益,acc,1,1
E00056,脱炭素/温室効果ガス,nonfin,1,1
E00056,非財務目標,nonfin,0,1
E00058,ROE,ratio,1,1
E00058,SDGs,nonfin,1,0
E00058,エンゲージメント,nonfin,1,1
E00058,サステナビリティ,nonfin,1,1
E00058,労働安全,nonfin,0,1
E00058,営業利益,acc,1,1
E00058,売上総利益率,ratio,1,0
E00058,売上高,acc,1,0
E00058,当期純利益,acc,1,1
E00058,経常利益,acc,1,0
E00058,脱炭素/温室効果ガス,nonfin,1,0
E00058,配当性向,stock,1,0
E00059,DOE,stock,1,0
E00059,PBR,stock,1,0
E00059,PER,stock,1,0
E00059,ROE,ratio,1,0
E00059,SDGs,nonfin,1,0
E00059,キャッシュフロー,acc,1,0
E00059,サステナビリティ,nonfin,1,0
E00059,営業利益,acc,1,1
E00059,営業利益率,ratio,1,0
E00059,脱炭素/温室効果ガス,nonfin,1,0
E00059,自己資本比率,ratio,1,0
E00059,非財務目標,nonfin,1,0
E00060,DOE,stock,1,0
E00060,PBR,stock,0,1
E00060,ROE,ratio,1,1
E00060,エンゲージメント,nonfin,1,0
E00060,サステナビリティ,nonfin,1,0
E00060,利益率,ratio,1,0
E00060,営業利益,acc,1,1
E00060,売上高,acc,1,0
E00060,当期純利益,acc,0,1
E00060,自己資本比率,ratio,1,0
E00064,ROE,ratio,1,0
E00064,営業利益,acc,1,1
E00064,売上総利益,acc,1,0
E00064,売上高,acc,1,0
E00064,当期純利益,acc,1,0
E00064,脱炭素/温室効果ガス,nonfin,1,0
E00064,配当性向,stock,1,0
E00065,DOE,stock,1,0
E00065,ESG,nonfin,1,0
E00065,ROE,ratio,1,0
E00065,エンゲージメント,nonfin,1,1
E00065,営業利益,acc,1,1
E00065,当期純利益,acc,0,1
E00065,脱炭素/温室効果ガス,nonfin,1,1
E00073,ROE,ratio,1,0
E00073,営業利益,acc,1,1
E00073,売上高,acc,1,0
E00073,脱炭素/温室効果ガス,nonfin,1,0
E00074,ROE,ratio,1,0
E00074,ROIC,ratio,1,0
E00074,エンゲージメント,nonfin,1,0
E00074,受注高,nonfin,1,0
E00074,営業利益,acc,1,1
E00074,売上高,acc,1,1
E00074,当期純利益,acc,1,0
E00074,経常利益,acc,1,0
E00074,脱炭素/温室効果ガス,nonfin,1,0
E00074,配当性向,stock,1,0
E00075,営業利益,acc,1,1
E00075,売上高,acc,1,0
E00075,当期純利益,acc,1,0
E00075,経常利益,acc,1,0
E00076,ROE,ratio,1,0
E00076,エンゲージメント,nonfin,1,0
E00076,売上高,acc,1,0
E00076,経常利益,acc,1,1
E00080,ESG,nonfin,0,1
E00080,ROE,ratio,1,0
E00080,サステナビリティ,nonfin,1,1
E00080,労働安全,nonfin,0,1
E00080,受注高,nonfin,0,1
E00080,営業利益,acc,1,1
E00080,売上高,acc,1,0
E00080,当期純利益,acc,0,1
E00080,経常利益,acc,0,1
E00080,脱炭素/温室効果ガス,nonfin,0,1
E00080,配当性向,stock,1,0
E00081,受注高,nonfin,0,1
E00081,営業利益率,ratio,0,1
E00081,売上高,acc,1,0
E00081,当期純利益,acc,1,0
E00081,経常利益,acc,1,0
E00086,EBITDA,acc,1,0
E00086,EPS,acc,1,0
E00086,ROE,ratio,1,1
E00086,キャッシュフロー,acc,1,0
E00086,サステナビリティ,nonfin,1,0
E00086,労働安全,nonfin,0,1
E00086,受注高,nonfin,1,1
E00086,営業利益,acc,1,1
E00086,営業利益率,ratio,0,1
E00086,売上高,acc,1,1
E00086,定性評価,nonfin,0,1
E00086,当期純利益,acc,1,0
E00086,株主還元率,stock,1,0
E00086,経常利益,acc,1,0
E00086,配当性向,stock,1,1
E00090,ROE,ratio,1,0
E00090,サステナビリティ,nonfin,1,0
E00090,利益率,ratio,1,0
E00090,株主還元率,stock,1,0
E00090,経常利益,acc,1,1
E00090,脱炭素/温室効果ガス,nonfin,1,0
E00092,ROE,ratio,1,0
E00092,営業利益,acc,0,1
E00092,売上高,acc,0,1
E00094,EPS,acc,1,0
E00094,ESG,nonfin,0,1
E00094,ESG外部評価,nonfin,0,1
E00094,ROE,ratio,1,1
E00094,営業利益,acc,1,1
E00094,売上高,acc,1,1
E00094,定性評価,nonfin,0,1
E00094,当期純利益,acc,0,1
E00094,連結利益,acc,0,1
E00095,ESG,nonfin,1,0
E00095,ROE,ratio,0,1
E00095,TSR,stock,0,1
E00095,エンゲージメント,nonfin,1,0
E00095,キャッシュフロー,acc,1,0
E00095,営業利益,acc,1,1
E00095,売上高,acc,1,0
E00095,定性評価,nonfin,0,1
E00095,経常利益,acc,0,1
E00095,脱炭素/温室効果ガス,nonfin,1,0
E00095,配当性向,stock,1,0
E00097,ESG,nonfin,1,0
E00097,ROE,ratio,1,1
E00097,TSR,stock,0,1
E00097,サステナビリティ,nonfin,1,0
E00097,受注高,nonfin,1,0
E00097,営業利益,acc,1,1
E00097,営業利益率,ratio,1,0
E00097,売上高,acc,1,0
E00097,当期純利益,acc,0,1
E00097,当期純利益率,ratio,1,0
E00097,配当性向,stock,1,0
E00098,DOE,stock,1,0
E00098,ROE,ratio,1,1
E00098,営業利益,acc,1,1
E00098,売上高,acc,1,0
E00098,当期純利益,acc,0,1
E00098,配当性向,stock,1,0
E00107,DOE,stock,1,0
E00107,EPS,acc,1,0
E00107,ESG外部評価,nonfin,1,0
E00107,PBR,stock,1,0
E00107,ROE,ratio,1,0
E00107,SDGs,nonfin,1,0
E00107,サステナビリティ,nonfin,1,0
E00107,営業利益,acc,1,1
E00107,営業利益率,ratio,1,0
E00107,売上高,acc,1,1
E00107,当期純利益率,ratio,1,0
E00107,時価総額,stock,1,0
E00107,脱炭素/温室効果ガス,nonfin,1,0
E00112,DOE,stock,1,1
E00112,ESG,nonfin,1,0
E00112,ROE,ratio,1,1
E00112,SDGs,nonfin,1,0
E00112,営業利益,acc,0,1
E00112,売上高,acc,1,1
E00112,女性役員比率,nonfin,1,0
E00112,脱炭素/温室効果ガス,nonfin,1,0
E00113,ROE,ratio,1,0
E00113,営業利益,acc,0,1
E00113,営業利益率,ratio,0,1
E00113,売上高,acc,1,1
E00113,当期純利益,acc,0,1
E00113,脱炭素/温室効果ガス,nonfin,1,0
E00115,エンゲージメント,nonfin,1,0
E00115,営業利益,acc,1,0
E00115,売上高,acc,1,0
E00115,経常利益,acc,0,1
E00117,DOE,stock,1,0
E00117,ROE,ratio,1,0
E00117,サステナビリティ,nonfin,1,0
E00117,営業利益,acc,0,1
E00117,営業利益率,ratio,1,0
E00117,売上高,acc,1,1
E00117,自己資本比率,ratio,1,0
E00117,配当性向,stock,1,0
E00119,NOPAT,acc,1,0
E00119,ROE,ratio,1,0
E00119,受注高,nonfin,1,1
E00119,営業利益,acc,1,1
E00119,営業利益率,ratio,1,0
E00119,売上高,acc,1,0
E00119,定性評価,nonfin,0,1
E00119,株主還元率,stock,1,0
E00119,配当性向,stock,1,0
E00120,ESG外部評価,nonfin,1,0
E00120,ROE,ratio,1,0
E00120,エンゲージメント,nonfin,1,0
E00120,サステナビリティ,nonfin,1,0
E00120,営業利益,acc,1,1
E00120,営業利益率,ratio,1,0
E00120,売上総利益,acc,1,0
E00120,売上高,acc,1,0
E00120,当期純利益,acc,1,0
E00120,脱炭素/温室効果ガス,nonfin,1,0
E00120,配当性向,stock,1,0
E00120,顧客満足度,nonfin,1,0
E00121,DOE,stock,1,0
E00121,EPS,acc,1,0
E00121,PBR,stock,1,0
E00121,ROE,ratio,1,1
E00121,受注高,nonfin,1,1
E00121,営業利益,acc,1,1
E00121,売上高,acc,1,1
E00121,当期純利益,acc,1,1
E00121,経常利益,acc,1,0
E00142,DOE,stock,1,0
E00142,EBITDA,acc,1,0
E00142,PBR,stock,1,0
E00142,ROE,ratio,1,0
E00142,ROIC,ratio,1,0
E00142,キャッシュフロー,acc,1,0
E00142,サステナビリティ,nonfin,1,0
E00142,営業利益,acc,1,1
E00142,営業利益率,ratio,1,0
E00142,売上高,acc,1,0
E00142,時価総額,stock,1,0
E00142,脱炭素/温室効果ガス,nonfin,1,0
E00143,EPS,acc,1,0
E00143,ESG,nonfin,1,1
E00143,ROA,ratio,1,0
E00143,ROE,ratio,1,1
E00143,営業利益,acc,1,0
E00143,売上高,acc,1,1
E00143,女性管理職比率,nonfin,0,1
E00143,当期純利益,acc,1,1
E00143,時価総額,stock,0,1
E00143,経常利益,acc,1,1
E00143,脱炭素/温室効果ガス,nonfin,0,1
E00143,配当性向,stock,1,0
E00143,非財務指標,nonfin,0,1
E00146,ROIC,ratio,1,0
E00146,売上高,acc,1,1
E00146,経常利益,acc,1,1
E00146,配当性向,stock,1,0
E00147,DOE,stock,1,0
E00147,ESG,nonfin,0,1
E00147,ROE,ratio,1,0
E00147,利益率,ratio,1,0
E00147,営業利益,acc,1,1
E00147,営業利益率,ratio,1,0
E00147,売上高,acc,1,1
E00147,定性評価,nonfin,0,1
E00147,当期純利益,acc,1,1
E00147,株主還元率,stock,1,0
E00148,DOE,stock,1,0
E00148,ROE,ratio,1,1
E00148,営業利益,acc,1,1
E00148,売上高,acc,1,0
E00148,当期純利益,acc,0,1
E00148,自己資本比率,ratio,1,0
E00149,ROE,ratio,0,1
E00149,TSR,stock,0,1
E00149,エンゲージメント,nonfin,1,1
E00149,サステナビリティ,nonfin,0,1
E00149,利益率,ratio,0,1
E00149,売上高,acc,0,1
E00149,定性評価,nonfin,0,1
E00149,経常利益,acc,0,1
E00149,脱炭素/温室効果ガス,nonfin,0,1
E00153,エンゲージメント,nonfin,1,0
E00153,受注高,nonfin,1,1
E00153,営業利益,acc,1,0
E00153,売上高,acc,1,1
E00153,当期純利益,acc,1,0
E00153,経常利益,acc,1,0
E00157,ROE,ratio,1,0
E00157,TSR,stock,1,0
E00157,営業利益,acc,0,1
E00157,売上高,acc,1,0
E00157,配当性向,stock,1,0
E00161,ESG,nonfin,1,0
E00161,サステナビリティ,nonfin,1,0
E00161,営業利益,acc,1,0
E00161,売上高,acc,1,0
E00161,当期純利益,acc,1,0
E00161,経常利益,acc,1,1
E00161,脱炭素/温室効果ガス,nonfin,1,0
E00167,EPS,acc,1,0
E00167,ESG,nonfin,1,0
E00167,PBR,stock,1,0
E00167,ROE,ratio,1,0
E00167,営業利益,acc,1,0
E00167,売上高,acc,1,0
E00167,当期純利益,acc,1,0
E00167,経常利益,acc,0,1
E00167,自己資本比率,ratio,1,0
E00168,ESG,nonfin,1,0
E00168,ROE,ratio,1,1
E00168,受注高,nonfin,1,0
E00168,営業利益,acc,1,1
E00168,売上高,acc,1,0
E00168,当期純利益,acc,1,1
E00168,経常利益,acc,1,0
E00175,SDGs,nonfin,1,0
E00175,サステナビリティ,nonfin,1,0
E00175,営業利益,acc,1,1
E00175,売上高,acc,1,0
E00175,当期純利益,acc,1,1
E00175,経常利益,acc,1,0
E00176,DOE,stock,1,0
E00176,ROE,ratio,1,1
E00176,エンゲージメント,nonfin,1,0
E00176,サステナビリティ,nonfin,1,0
E00176,リスクマネジメント,nonfin,1,0
E00176,営業利益,acc,1,0
E00176,売上高,acc,1,0
E00176,当期純利益,acc,1,0
E00176,脱炭素/温室効果ガス,nonfin,1,0
E00176,自己資本比率,ratio,1,0
E00183,DOE,stock,1,0
E00183,ROE,ratio,1,1
E00183,ROIC,ratio,1,0
E00183,TSR,stock,0,1
E00183,エンゲージメント,nonfin,1,0
E00183,キャッシュフロー,acc,1,0
E00183,サステナビリティ,nonfin,1,1
E00183,当期純利益,acc,1,1
E00183,経常利益,acc,1,1
E00183,脱炭素/温室効果ガス,nonfin,1,0
E00183,自己資本比率,ratio,1,0
E00183,非財務指標,nonfin,0,1
E00183,非財務目標,nonfin,1,0
E00185,DOE,stock,1,0
E00185,PBR,stock,1,0
E00185,ROE,ratio,1,0
E00185,エンゲージメント,nonfin,1,0
E00185,キャッシュフロー,acc,1,0
E00185,受注高,nonfin,1,1
E00185,営業利益,acc,0,1
E00185,売上高,acc,1,0
E00185,脱炭素/温室効果ガス,nonfin,1,0
E00189,ESG,nonfin,1,0
E00189,ROE,ratio,1,0
E00189,サステナビリティ,nonfin,1,0
E00189,売上高,acc,1,1
E00189,経常利益,acc,0,1
E00189,経常利益率,ratio,1,0
E00194,ROE,ratio,1,0
E00194,営業利益,acc,1,1
E00194,売上高,acc,1,0
E00194,当期純利益,acc,0,1
E00196,ROE,ratio,1,0
E00196,受注高,nonfin,0,1
E00196,営業利益,acc,1,1
E00196,営業利益率,ratio,1,0
E00196,売上高,acc,1,1
E00196,配当性向,stock,1,0
E00197,営業利益,acc,1,0
E00197,営業利益率,ratio,1,0
E00197,売上総利益,acc,0,1
E00197,売上高,acc,1,0
E00197,当期純利益,acc,0,1
E00207,SDGs,nonfin,1,0
E00207,経常利益,acc,0,1
E00208,ESG外部評価,nonfin,1,0
E00208,ROE,ratio,1,1
E00208,エンゲージメント,nonfin,1,0
E00208,サステナビリティ,nonfin,1,0
E00208,受注高,nonfin,0,1
E00208,営業利益,acc,1,1
E00208,営業利益率,ratio,1,1
E00208,売上高,acc,1,0
E00208,女性管理職比率,nonfin,1,0
E00208,当期純利益,acc,1,1
E00208,当期純利益率,ratio,1,0
E00208,経常利益,acc,1,0
E00208,脱炭素/温室効果ガス,nonfin,1,0
E00208,配当性向,stock,1,0
E00208,非財務目標,nonfin,1,0
E00209,SDGs,nonfin,1,0
E00209,経常利益,acc,0,1
E00218,ROE,ratio,1,1
E00218,営業利益,acc,1,0
E00218,売上高,acc,1,0
E00218,当期純利益,acc,0,1
E00218,配当性向,stock,0,1
E00218,非財務指標,nonfin,0,1
E00225,ESG,nonfin,1,1
E00225,PBR,stock,1,1
E00225,ROE,ratio,1,1
E00225,SDGs,nonfin,1,0
E00225,売上高,acc,1,0
E00225,経常利益,acc,1,1
E00225,脱炭素/温室効果ガス,nonfin,0,1
E00225,非財務指標,nonfin,0,1
E00232,DOE,stock,1,0
E00232,ROE,ratio,1,1
E00232,キャッシュフロー,acc,1,0
E00232,サステナビリティ,nonfin,1,0
E00232,売上高,acc,1,0
E00232,当期純利益,acc,0,1
E00232,経常利益,acc,1,0
E00233,DOE,stock,1,0
E00233,EPS,acc,1,0
E00233,ROE,ratio,1,0
E00233,営業利益,acc,1,1
E00233,時価総額,stock,0,1
E00238,PBR,stock,1,0
E00238,ROE,ratio,1,0
E00238,SDGs,nonfin,1,0
E00238,エンゲージメント,nonfin,1,0
E00238,受注高,nonfin,0,1
E00238,営業利益率,ratio,1,0
E00238,売上高,acc,1,1
E00238,配当性向,stock,1,0
E00239,サステナビリティ,nonfin,1,0
E00239,利益率,ratio,1,0
E00239,営業利益,acc,0,1
E00239,営業利益率,ratio,1,0
E00239,売上高,acc,1,0
E00246,ROE,ratio,1,0
E00246,サステナビリティ,nonfin,1,0
E00246,営業利益率,ratio,1,0
E00246,売上高,acc,1,0
E00246,当期純利益,acc,0,1
E00246,配当性向,stock,1,0
E00250,ESG,nonfin,1,1
E00250,SDGs,nonfin,1,0
E00250,受注高,nonfin,0,1
E00250,営業利益,acc,0,1
E00250,売上高,acc,1,1
E00250,配当性向,stock,1,0
E00251,営業利益率,ratio,1,0
E00251,売上総利益率,ratio,1,0
E00251,経常利益,acc,0,1
E00254,EPS,acc,1,0
E00254,ROE,ratio,1,0
E00254,SDGs,nonfin,1,0
E00254,営業利益率,ratio,1,0
E00254,経常利益,acc,0,1
E00254,自己資本比率,ratio,1,0
E00255,ROE,ratio,1,0
E00255,利益率,ratio,1,0
E00255,受注高,nonfin,0,1
E00255,営業利益,acc,0,1
E00255,営業利益率,ratio,1,0
E00255,売上高,acc,1,0
E00255,自己資本比率,ratio,1,0
E00255,配当性向,stock,1,0
E00259,利益率,ratio,1,0
E00259,営業利益率,ratio,1,0
E00259,売上高,acc,1,1
E00259,経常利益,acc,1,0
E00260,ESG,nonfin,1,0
E00260,ESG外部評価,nonfin,1,0
E00260,エンゲージメント,nonfin,1,0
E00260,サステナビリティ,nonfin,1,0
E00260,売上高,acc,1,0
E00260,経常利益,acc,1,1
E00268,DOE,stock,1,0
E00268,ESG,nonfin,1,0
E00268,ROE,ratio,1,0
E00268,サステナビリティ,nonfin,1,0
E00268,当期純利益率,ratio,1,0
E00268,経常利益,acc,0,1
E00268,脱炭素/温室効果ガス,nonfin,1,0
E00268,自己資本比率,ratio,1,0
E00282,キャッシュフロー,acc,1,0
E00282,サステナビリティ,nonfin,1,0
E00282,営業利益,acc,1,1
E00282,売上高,acc,1,0
E00282,当期純利益,acc,0,1
E00285,エンゲージメント,nonfin,0,1
E00285,営業利益,acc,1,1
E00285,売上高,acc,1,0
E00285,定性評価,nonfin,0,1
E00304,ESG,nonfin,1,0
E00304,ROE,ratio,1,1
E00304,エンゲージメント,nonfin,1,0
E00304,営業利益,acc,1,1
E00304,売上高,acc,1,1
E00304,当期純利益,acc,0,1
E00311,PBR,stock,1,0
E00311,ROE,ratio,1,0
E00311,利益率,ratio,1,0
E00311,売上高,acc,1,1
E00311,経常利益,acc,1,1
E00313,DOE,stock,1,0
E00313,PBR,stock,1,0
E00313,ROE,ratio,1,1
E00313,ROIC,ratio,1,0
E00313,WACC,ratio,1,0
E00313,サステナビリティ,nonfin,1,0
E00313,営業利益,acc,1,1
E00313,売上高,acc,1,0
E00313,当期純利益,acc,1,0
E00313,配当性向,stock,1,0
E00315,営業利益,acc,0,1
E00315,当期純利益,acc,0,1
E00315,経常利益率,ratio,1,0
E00316,ROE,ratio,1,0
E00316,ROIC,ratio,1,0
E00316,エンゲージメント,nonfin,1,1
E00316,営業利益,acc,1,1
E00316,当期純利益,acc,0,1
E00316,脱炭素/温室効果ガス,nonfin,1,1
E00316,自己資本比率,ratio,1,0
E00316,非財務指標,nonfin,0,1
E00317,ROE,ratio,1,1
E00317,TSR,stock,0,1
E00317,エンゲージメント,nonfin,1,1
E00317,サステナビリティ,nonfin,1,0
E00317,労働安全,nonfin,0,1
E00317,株主還元率,stock,1,1
E00317,経常利益,acc,1,1
E00317,脱炭素/温室効果ガス,nonfin,1,1
E00317,非財務指標,nonfin,0,1
E00322,ROE,ratio,1,1
E00322,エンゲージメント,nonfin,1,0
E00322,営業利益,acc,1,1
E00322,売上高,acc,1,1
E00322,定性評価,nonfin,0,1
E00322,株主還元率,stock,1,0
E00327,ESG,nonfin,1,0
E00327,ROE,ratio,1,0
E00327,営業利益,acc,1,1
E00327,営業利益率,ratio,1,0
E00327,脱炭素/温室効果ガス,nonfin,1,0
E00331,ESG外部評価,nonfin,0,1
E00331,ROE,ratio,1,1
E00331,ROIC,ratio,1,0
E00331,TSR,stock,0,1
E00331,エンゲージメント,nonfin,1,0
E00331,サステナビリティ,nonfin,0,1
E00331,利益率,ratio,1,0
E00331,営業利益,acc,1,1
E00331,営業利益率,ratio,1,0
E00331,売上高,acc,1,1
E00331,売上高比,ratio,1,0
E00331,当期純利益,acc,1,0
E00331,経常利益,acc,1,0
E00331,配当性向,stock,1,0
E00334,ROE,ratio,1,1
E00334,ROIC,ratio,1,1
E00334,TSR,stock,0,1
E00334,エンゲージメント,nonfin,1,0
E00334,サステナビリティ,nonfin,1,0
E00334,事業利益,acc,1,1
E00334,事業利益率,ratio,1,0
E00334,売上高,acc,1,1
E00334,脱炭素/温室効果ガス,nonfin,1,0
E00334,販売数量,nonfin,1,0
E00335,ROE,ratio,1,0
E00335,サステナビリティ,nonfin,1,0
E00335,営業利益,acc,1,1
E00335,売上高,acc,1,0
E00335,当期純利益,acc,1,0
E00335,脱炭素/温室効果ガス,nonfin,1,0
E00335,販売数量,nonfin,1,0
E00335,配当性向,stock,1,0
E00337,サステナビリティ,nonfin,1,0
E00337,売上高,acc,0,1
E00337,経常利益,acc,0,1
E00341,ESG,nonfin,1,0
E00341,SDGs,nonfin,1,0
E00341,サステナビリティ,nonfin,1,0
E00341,営業利益,acc,1,1
E00341,売上総利益,acc,1,0
E00341,売上高,acc,1,0
E00342,DOE,stock,1,0
E00342,ROE,ratio,0,1
E00342,売上高,acc,1,0
E00342,経常利益,acc,1,0
E00345,ESG,nonfin,1,0
E00345,ROE,ratio,1,1
E00345,ROIC,ratio,1,0
E00345,サステナビリティ,nonfin,1,0
E00345,利益率,ratio,0,1
E00345,営業利益,acc,1,1
E00345,営業利益率,ratio,0,1
E00345,売上高,acc,1,0
E00345,脱炭素/温室効果ガス,nonfin,1,0
E00346,EPS,acc,1,0
E00346,ESG,nonfin,1,0
E00346,ROIC,ratio,1,0
E00346,TSR,stock,1,0
E00346,キャッシュフロー,acc,1,0
E00346,サステナビリティ,nonfin,1,0
E00346,営業利益,acc,1,0
E00346,売上高,acc,1,0
E00346,当期純利益,acc,1,0
E00346,時価総額,stock,0,1
E00346,経常利益,acc,0,1
E00346,脱炭素/温室効果ガス,nonfin,1,1
E00346,配当性向,stock,1,0
E00347,ROA,ratio,1,1
E00347,ROE,ratio,1,1
E00347,サステナビリティ,nonfin,1,0
E00347,営業利益,acc,1,0
E00347,当期純利益,acc,1,1
E00347,時価総額,stock,0,1
E00347,脱炭素/温室効果ガス,nonfin,1,0
E00347,非財務目標,nonfin,1,0
E00348,DOE,stock,1,0
E00348,PBR,stock,1,0
E00348,ROE,ratio,1,1
E00348,ROIC,ratio,1,0
E00348,WACC,ratio,1,0
E00348,キャッシュフロー,acc,1,0
E00348,サステナビリティ,nonfin,1,0
